CRN,Course Code
15025,BMIS420
14307,BMIS420
10534,BMIS420
20870,BMIS420
10025,BMIS420
15033,BMIS421
14311,BMIS421
20869,BMIS421
15029,BMIS458
15174,BMIS458
15175,BMIS458
14236,BMIS458
15123,BMIS458
15295,BMIS458
15328,BMIS458
15294,BMIS458
21191,BMIS458
20460,BMIS619
15110,BMIS640
11518,BMIS640
10558,BMIS646
10067,BMIS646
15182,BMIS647
30172,BMIS649
15106,BMIS650
15045,BMIS650
21180,BMIS650
15111,BMIS652
14429,BMIS671
14209,BMIS673
15019,BMIS675
14805,BUSA120
14750,BUSA120
14645,BUSA120
14692,BUSA120
14643,BUSA120
14644,BUSA120
14160,BUSA120
14217,BUSA120
14161,BUSA120
10736,BUSA120
10738,BUSA120
10739,BUSA120
10737,BUSA120
20392,BUSA120
20393,BUSA120
11036,BUSA120
11280,BUSA120
10994,BUSA120
15243,BUSA419
15199,BUSA419
14691,BUSA419
15184,BUSA419
14198,BUSA419
11098,BUSA419
11032,BUSA419
20505,BUSA419
20410,BUSA419
30120,BUSA419
30260,BUSA419
11008,BUSA419
14855,BUSA435
15396,BUSA435
21324,BUSA435
14152,BUSA440
14153,BUSA440
11164,BUSA440
11570,BUSA80
11571,BUSA84
11572,BUSA88
15361,CANT4
15388,CANT4
21538,CANT4
15356,CBUS4C0
15357,CBUS4C1
14495,CEDU60
15421,CEXS2C0
15358,CFOR1
15385,CFOR1
21535,CFOR1
15352,CFOR1C0
14351,CHEM101
14334,CHEM101
20815,CHEM101
11165,CHEM101
14352,CHEM111
14353,CHEM111
10851,CHEM111
10850,CHEM111
11166,CHEM111
11167,CHEM111
14145,CHEM112
14336,CHEM112
14335,CHEM112
20816,CHEM112
14238,CHEM113
14355,CHEM113
14354,CHEM113
15191,CHEM113
15447,CHEM113
10853,CHEM113
10852,CHEM113
20818,CHEM113
30284,CHEM113
11169,CHEM113
11168,CHEM113
14147,CHEM114
14148,CHEM114
14239,CHEM114
14337,CHEM114
14338,CHEM114
20819,CHEM114
14405,CHEM131
14317,CHEM131
14310,CHEM131
14356,CHEM131
14358,CHEM131
14359,CHEM131
14357,CHEM131
14361,CHEM131
14360,CHEM131
15478,CHEM131
15378,CHEM131
10858,CHEM131
10855,CHEM131
10854,CHEM131
10857,CHEM131
10856,CHEM131
10859,CHEM131
30129,CHEM131
11173,CHEM131
11171,CHEM131
11175,CHEM131
11170,CHEM131
11172,CHEM131
11174,CHEM131
14152,CHEM132
14150,CHEM132
14151,CHEM132
14149,CHEM132
14080,CHEM132
14319,CHEM132
14312,CHEM132
14341,CHEM132
14342,CHEM132
14340,CHEM132
14339,CHEM132
20822,CHEM132
20820,CHEM132
20823,CHEM132
20821,CHEM132
30414,CHEM132
14316,CHEM133
14309,CHEM133
14404,CHEM133
14366,CHEM133
14365,CHEM133
14362,CHEM133
14363,CHEM133
14364,CHEM133
15465,CHEM133
15379,CHEM133
15477,CHEM133
10864,CHEM133
10862,CHEM133
10861,CHEM133
10863,CHEM133
10860,CHEM133
30263,CHEM133
11179,CHEM133
11177,CHEM133
11180,CHEM133
11176,CHEM133
11178,CHEM133
14154,CHEM134
14155,CHEM134
14153,CHEM134
14156,CHEM134
14318,CHEM134
14081,CHEM134
14311,CHEM134
15439,CHEM134
14379,CHEM134
14343,CHEM134
14345,CHEM134
20825,CHEM134
20827,CHEM134
20824,CHEM134
20826,CHEM134
30415,CHEM134
14157,CHEM203
14158,CHEM203
14159,CHEM203
14369,CHEM203
14367,CHEM203
14368,CHEM203
14347,CHEM203
14348,CHEM203
14346,CHEM203
10867,CHEM203
10865,CHEM203
10866,CHEM203
20829,CHEM203
20830,CHEM203
20828,CHEM203
11182,CHEM203
11181,CHEM203
11183,CHEM203
14082,CHEM221
14371,CHEM221
14370,CHEM221
14372,CHEM221
14373,CHEM221
10870,CHEM221
10871,CHEM221
10872,CHEM221
10868,CHEM221
11184,CHEM221
11185,CHEM221
11186,CHEM221
11187,CHEM221
14083,CHEM223
14374,CHEM223
14375,CHEM223
10873,CHEM223
10874,CHEM223
11189,CHEM223
11188,CHEM223
14162,CHEM322
14160,CHEM322
14161,CHEM322
14084,CHEM322
14350,CHEM322
14349,CHEM322
14352,CHEM322
14351,CHEM322
20833,CHEM322
20831,CHEM322
20832,CHEM322
21455,CHEM322
14166,CHEM323
14167,CHEM323
14165,CHEM324
14164,CHEM324
14085,CHEM324
14353,CHEM324
14354,CHEM324
20835,CHEM324
20834,CHEM324
10876,CHEM333
10877,CHEM333
11380,CHEM333
14168,CHEM334
20846,CHEM334
20837,CHEM334
11539,CHEM340
11538,CHEM341
14379,CHEM355
14378,CHEM355
10878,CHEM355
10879,CHEM355
11191,CHEM355
11190,CHEM355
15162,CHEM356
15165,CHEM356
14377,CHEM356
14378,CHEM356
21405,CHEM356
21406,CHEM356
11201,CHEM375
14181,CHEM393
14448,CHEM393
14362,CHEM393
14381,CHEM393
15332,CHEM393
15336,CHEM393
15330,CHEM393
15331,CHEM393
10880,CHEM393
21420,CHEM393
30336,CHEM393
30335,CHEM393
15399,CHEM400
11313,CHEM401
14171,CHEM413
15192,CHEM413
14362,CHEM413
20840,CHEM413
14625,CHEM423
14356,CHEM423
10875,CHEM423
21336,CHEM423
11200,CHEM423
11573,CHEM440
14363,CHEM441
14364,CHEM443
14396,CHEM453
15193,CHEM453
10888,CHEM453
11308,CHEM453
11237,CHEM453
14173,CHEM454
14365,CHEM454
20841,CHEM454
14401,CHEM463
10889,CHEM463
10890,CHEM463
11203,CHEM463
11202,CHEM463
14175,CHEM464
14366,CHEM464
20843,CHEM464
14176,CHEM483
15318,CHEM540
15317,CHEM540
11506,CHEM540
11505,CHEM540
30327,CHEM540
30326,CHEM540
15359,CHIS3
15386,CHIS3
21536,CHIS3
15353,CHIS3C0
15360,CHIS4
15387,CHIS4
21537,CHIS4
15354,CINT4C0
15370,CJMC4F0
15439,CJMC4F0
21416,CJMC4F0
11325,CJMC4F0
15435,CJMC4F1
15362,CMUS4M0
11333,CMUS4M0
15363,CMUS4M1
11334,CMUS4M1
15364,CMUS4M2
11335,CMUS4M2
15365,CMUS4M3
11336,CMUS4M3
15366,CMUS4M4
11337,CMUS4M4
15367,CMUS4M5
11338,CMUS4M5
11429,COMM136
11435,COMM211
11437,COMM211
11438,COMM211
11440,COMM211
11430,COMM211
11431,COMM211
11432,COMM211
11436,COMM211
11433,COMM211
11439,COMM211
11434,COMM211
11460,COMM211
11441,COMM222
11443,COMM331
11444,COMM343
11446,COMM345
11447,COMM376
11445,COMM392
11457,COMM408
11448,COMM421
11449,COMM430
11519,COMM440
11450,COMM483
11451,COMM485
11452,COMM499
11459,COMM508
11453,COMM585
11454,COMM620
11455,COMM636
11458,COMM642
11554,COMM675
11465,COMM675
11553,COMM675
11463,COMM675
11464,COMM675
11456,COMM675
11461,COMM697
11462,COMM697
11525,COMM699
11550,COMM699
15190,COMP140
14724,COMP225
14602,COMP225
14127,COMP225
10002,COMP225
21027,COMP225
10602,COMP225
14726,COMP235
14601,COMP235
14128,COMP235
10001,COMP235
21032,COMP235
10603,COMP235
14727,COMP330
14603,COMP330
14129,COMP330
11190,COMP330
21033,COMP330
15300,COMP340
14604,COMP352
10003,COMP352
10604,COMP352
14728,COMP353
14130,COMP353
21034,COMP353
14605,COMP356
10004,COMP356
10605,COMP356
14729,COMP357
14131,COMP357
21035,COMP357
15041,COMP380
14132,COMP380
21036,COMP380
14730,COMP381
14133,COMP381
21037,COMP381
14731,COMP419
14134,COMP419
21038,COMP419
30258,COMP440
14606,COMP471
10017,COMP471
10606,COMP471
14033,COMP479
10607,COMP479
14607,COMP485
10005,COMP485
10608,COMP485
14732,COMP493
14135,COMP493
21039,COMP493
14733,COMP494
14034,COMP494
14609,COMP494
10006,COMP494
30259,COMP494
30091,COMP494
10609,COMP494
14734,COMP600
14138,COMP600
21040,COMP600
14735,COMP601
14151,COMP601
21041,COMP601
14610,COMP602
10007,COMP602
10610,COMP602
14736,COMP603
14140,COMP603
21042,COMP603
14611,COMP604
10008,COMP604
10611,COMP604
14612,COMP606
10009,COMP606
14031,COMP608
30092,COMP608
14613,COMP610
10010,COMP610
10612,COMP610
14737,COMP613
14142,COMP613
21044,COMP613
14614,COMP620
10011,COMP620
10613,COMP620
10614,COMP640
14615,COMP659
10012,COMP659
10615,COMP659
14616,COMP661
10013,COMP661
10616,COMP661
14738,COMP670
14814,COMP670
14143,COMP670
14141,COMP670
21043,COMP670
21045,COMP670
14739,COMP693
14032,COMP693
14617,COMP693
14144,COMP693
10015,COMP693
21046,COMP693
30093,COMP693
10617,COMP693
14740,COMP694
14618,COMP694
14145,COMP694
10014,COMP694
21047,COMP694
10618,COMP694
14035,COMS136
14195,COMS136
14391,COMS136
10194,COMS136
20571,COMS136
21529,COMS200
14043,COMS211
14038,COMS211
14046,COMS211
14039,COMS211
14040,COMS211
15173,COMS211
14041,COMS211
14044,COMS211
14042,COMS211
14036,COMS211
14037,COMS211
14100,COMS211
14098,COMS211
14103,COMS211
14411,COMS211
14095,COMS211
14365,COMS211
14089,COMS211
14102,COMS211
14086,COMS211
14101,COMS211
14449,COMS211
15183,COMS211
14199,COMS211
14196,COMS211
14206,COMS211
14205,COMS211
14200,COMS211
14203,COMS211
14198,COMS211
14201,COMS211
14204,COMS211
14202,COMS211
14197,COMS211
14208,COMS211
14383,COMS211
14390,COMS211
14381,COMS211
14385,COMS211
14386,COMS211
14387,COMS211
15408,COMS211
14388,COMS211
15266,COMS211
14382,COMS211
14384,COMS211
14389,COMS211
14392,COMS211
10202,COMS211
10206,COMS211
10197,COMS211
10204,COMS211
10205,COMS211
10200,COMS211
10199,COMS211
10196,COMS211
10201,COMS211
10203,COMS211
10226,COMS211
10198,COMS211
10195,COMS211
20564,COMS211
20568,COMS211
20562,COMS211
20563,COMS211
20560,COMS211
20567,COMS211
21399,COMS211
20561,COMS211
20570,COMS211
21374,COMS211
21464,COMS211
30102,COMS211
30227,COMS211
30095,COMS211
30228,COMS211
30226,COMS211
30098,COMS211
30378,COMS211
30324,COMS211
14210,COMS222
10207,COMS222
14047,COMS236
14393,COMS236
20573,COMS236
11392,COMS300
14099,COMS331
14211,COMS331
10208,COMS331
30104,COMS331
11369,COMS340
14048,COMS341
14394,COMS341
20574,COMS341
14050,COMS343
14277,COMS343
14213,COMS343
14395,COMS343
10209,COMS343
20575,COMS343
15159,COMS345
14090,COMS345
14214,COMS345
14396,COMS345
10210,COMS345
20576,COMS345
30099,COMS345
14215,COMS375
10211,COMS375
14051,COMS376
14216,COMS376
14397,COMS376
10212,COMS376
20577,COMS376
14052,COMS383
14398,COMS383
11567,COMS383
20578,COMS383
14053,COMS384
15436,COMS400
14217,COMS407
14054,COMS408
14400,COMS408
20579,COMS408
14219,COMS421
14401,COMS421
10214,COMS421
20580,COMS421
14091,COMS430
14221,COMS430
15155,COMS430
10215,COMS430
20581,COMS430
30103,COMS430
14056,COMS436
14087,COMS436
14402,COMS436
20582,COMS436
30096,COMS436
14058,COMS440
14057,COMS440
14384,COMS440
15192,COMS440
20595,COMS440
21370,COMS440
30423,COMS440
14059,COMS450
14403,COMS450
14090,COMS483
14222,COMS483
14404,COMS483
20584,COMS483
14091,COMS485
15380,COMS485
14224,COMS485
15371,COMS485
10217,COMS485
14092,COMS486
14406,COMS486
20586,COMS486
15172,COMS491
15267,COMS491
20587,COMS491
14093,COMS499
14092,COMS499
14225,COMS499
14407,COMS499
10218,COMS499
20588,COMS499
30100,COMS499
15161,COMS508
15154,COMS508
20589,COMS508
15503,COMS521
14094,COMS536
14088,COMS536
14408,COMS536
20590,COMS536
30097,COMS536
15200,COMS540
15221,COMS540
15193,COMS540
21483,COMS540
21371,COMS540
14278,COMS543
14093,COMS545
15364,COMS545
15363,COMS545
15431,COMS545
15365,COMS545
21275,COMS545
21277,COMS545
21278,COMS545
21512,COMS545
21276,COMS545
21511,COMS545
30101,COMS545
14227,COMS575
10219,COMS575
15381,COMS585
14228,COMS585
15373,COMS585
10220,COMS585
14097,COMS586
14343,COMS586
14484,COMS586
14340,COMS586
14342,COMS586
14410,COMS586
21260,COMS586
21507,COMS586
21259,COMS586
20592,COMS586
21258,COMS586
21261,COMS586
15398,COMS600
15451,COMS600
15515,COMS600
15518,COMS600
11561,COMS600
30419,COMS600
14230,COMS620
10221,COMS620
15166,COMS621
20593,COMS621
15077,COMS631
15423,COMS631
15076,COMS631
15424,COMS631
15075,COMS631
15240,COMS631
21376,COMS631
30343,COMS631
30217,COMS631
30216,COMS631
30214,COMS631
30215,COMS631
14232,COMS636
10222,COMS636
21375,COMS640
15160,COMS642
14234,COMS642
14239,COMS675
10446,COMS675
15351,COMS683
15360,COMS685
11211,COMS686
14236,COMS687
10225,COMS687
15278,COMS697
15277,COMS697
14304,COMS697
14305,COMS697
15358,COMS697
15357,COMS697
15090,COMS697
15065,COMS697
11226,COMS697
11225,COMS697
21203,COMS697
21205,COMS697
30177,COMS697
30182,COMS697
15439,COMS698
15206,COMS699
15378,COMS699
14417,COMS699
15235,COMS699
15326,COMS699
15266,COMS699
15327,COMS699
15418,COMS699
15417,COMS699
15419,COMS699
11535,COMS699
11562,COMS699
21446,COMS699
21522,COMS699
21433,COMS699
14381,CONR601
14324,CONR601
14325,CONR601
14382,CONR601
14326,CONR601
14327,CONR601
15382,CONR601
15411,CONR601
15380,CONR601
15381,CONR601
15410,CONR601
11229,CONR601
11231,CONR601
11233,CONR601
11230,CONR601
11232,CONR601
30339,CONR601
30340,CONR601
30188,CONR601
30191,CONR601
30189,CONR601
30190,CONR601
15268,CONR605
15395,CONR605
15269,CONR605
15267,CONR605
15266,CONR605
14294,CONR605
14298,CONR605
14297,CONR605
14295,CONR605
15371,CONR605
15372,CONR605
15351,CONR605
15350,CONR605
15417,CONR605
15349,CONR605
15426,CONR605
15063,CONR605
15088,CONR605
15061,CONR605
15062,CONR605
11218,CONR605
11221,CONR605
11219,CONR605
21200,CONR605
21506,CONR605
21201,CONR605
21199,CONR605
30179,CONR605
30175,CONR605
30174,CONR605
10094,CONR605
10095,CONR605
10099,CONR605
15312,CONR610
15313,CONR610
15310,CONR610
15311,CONR610
15378,CONR610
15408,CONR610
15458,CONR610
15377,CONR610
15409,CONR610
15379,CONR610
21272,CONR610
21279,CONR610
21271,CONR610
21273,CONR610
21274,CONR610
15306,CONR612
15304,CONR612
15342,CONR612
15305,CONR612
15072,CONR612
15425,CONR612
15074,CONR612
15073,CONR612
11235,CONR612
11236,CONR612
11238,CONR612
11237,CONR612
11239,CONR612
30186,CONR612
30185,CONR612
30184,CONR612
15103,CONR615
21266,CONR615
30332,CONR615
21456,CONR617
15283,CONR630
15345,CONR630
15282,CONR630
15284,CONR630
10113,CONR630
10112,CONR630
15308,CONR635
15307,CONR635
15396,CONR635
15309,CONR635
10123,CONR635
10122,CONR635
10124,CONR635
14338,CONR637
14337,CONR637
14485,CONR637
14339,CONR637
11252,CONR637
11500,CONR637
11501,CONR637
15361,CONR638
15360,CONR638
15359,CONR638
21254,CONR638
21255,CONR638
21256,CONR638
15123,CONR640
15395,CONR640
15121,CONR640
11441,CONR640
15281,CONR643
14306,CONR643
15346,CONR643
15066,CONR643
11227,CONR643
21206,CONR643
30178,CONR643
10098,CONR643
15346,CONR645
14307,CONR645
15067,CONR645
21253,CONR645
30344,CONR645
14866,CORE110
14865,CORE110
14792,CORE110
14783,CORE110
14804,CORE110
14791,CORE110
14801,CORE110
14774,CORE110
14796,CORE110
14784,CORE110
14805,CORE110
14803,CORE110
14775,CORE110
14770,CORE110
15300,CORE110
14793,CORE110
14772,CORE110
14782,CORE110
14771,CORE110
14773,CORE110
15313,CORE110
14800,CORE110
14795,CORE110
14789,CORE110
14788,CORE110
14779,CORE110
14785,CORE110
15312,CORE110
14787,CORE110
14776,CORE110
14786,CORE110
14769,CORE110
14778,CORE110
14790,CORE110
14797,CORE110
14794,CORE110
14780,CORE110
14781,CORE110
14777,CORE110
14252,CORE110
14253,CORE110
11201,CORE110
11208,CORE110
10696,CORE110
10721,CORE110
10703,CORE110
10709,CORE110
11205,CORE110
10694,CORE110
11209,CORE110
10707,CORE110
10695,CORE110
10720,CORE110
10715,CORE110
10693,CORE110
10712,CORE110
10722,CORE110
11202,CORE110
10698,CORE110
10714,CORE110
10706,CORE110
11204,CORE110
10701,CORE110
11206,CORE110
10717,CORE110
10699,CORE110
10719,CORE110
10700,CORE110
10710,CORE110
10723,CORE110
10718,CORE110
10704,CORE110
10716,CORE110
10705,CORE110
10708,CORE110
10713,CORE110
11207,CORE110
11415,CORE110
20317,CORE110
20318,CORE110
21450,CORE110
10736,CORE110
10748,CORE110
10854,CORE110
11566,CORE110
10732,CORE110
10733,CORE110
10742,CORE110
10750,CORE110
10757,CORE110
10853,CORE110
11404,CORE110
10728,CORE110
10729,CORE110
10743,CORE110
10754,CORE110
10850,CORE110
10855,CORE110
10734,CORE110
10738,CORE110
10741,CORE110
10749,CORE110
10745,CORE110
10747,CORE110
10752,CORE110
10759,CORE110
10735,CORE110
10751,CORE110
10753,CORE110
10756,CORE110
10851,CORE110
10852,CORE110
10737,CORE110
10740,CORE110
10744,CORE110
10758,CORE110
10730,CORE110
10731,CORE110
10739,CORE110
10746,CORE110
10755,CORE110
14869,CORE115
14759,CORE115
14254,CORE115
10677,CORE115
20319,CORE115
10761,CORE115
10760,CORE115
14872,CORE210
14882,CORE210
14877,CORE210
15149,CORE210
15151,CORE210
14879,CORE210
14874,CORE210
15152,CORE210
14876,CORE210
14001,CORE210
14094,CORE210
14412,CORE210
14762,CORE210
14763,CORE210
14761,CORE210
14760,CORE210
14764,CORE210
15249,CORE210
14806,CORE210
14807,CORE210
14261,CORE210
14268,CORE210
14256,CORE210
14267,CORE210
15159,CORE210
14255,CORE210
14259,CORE210
14257,CORE210
15150,CORE210
14258,CORE210
14269,CORE210
15185,CORE210
11199,CORE210
10678,CORE210
10681,CORE210
10680,CORE210
10679,CORE210
11361,CORE210
11200,CORE210
10689,CORE210
20334,CORE210
20324,CORE210
20335,CORE210
20326,CORE210
21183,CORE210
20336,CORE210
20320,CORE210
20322,CORE210
20323,CORE210
20325,CORE210
20321,CORE210
30003,CORE210
30291,CORE210
30002,CORE210
30251,CORE210
30004,CORE210
10727,CORE210
10769,CORE210
10762,CORE210
10763,CORE210
11276,CORE210
10764,CORE210
14880,CORE340
14881,CORE340
14766,CORE340
14768,CORE340
14767,CORE340
14765,CORE340
14808,CORE340
15160,CORE340
14263,CORE340
14262,CORE340
14264,CORE340
14266,CORE340
14265,CORE340
15355,CPOL4C0
14770,CS115
15043,CS115
14473,CS115
11037,CS115
20418,CS115
11406,CS115
11082,CS115
14772,CS116
15044,CS116
14472,CS116
11038,CS116
20415,CS116
11083,CS116
14764,CS120
15125,CS120
15045,CS120
14478,CS120
11413,CS120
11041,CS120
11191,CS120
21339,CS120
20385,CS120
11067,CS120
11349,CS120
11080,CS120
14765,CS130
15041,CS130
14479,CS130
11033,CS130
20386,CS130
11078,CS130
14226,CS140
14477,CS140
14274,CS140
14672,CS140
14812,CS220
14480,CS220
20483,CS220
15055,CS230
11090,CS230
11085,CS230
15213,CS301
20513,CS301
15296,CS311
11373,CS311
11077,CS311
15231,CS315
15053,CS315
11086,CS315
11089,CS315
14832,CS316
14481,CS316
20494,CS316
15042,CS330
11298,CS330
11086,CS330
15054,CS332
11091,CS332
11079,CS332
15222,CS340
21338,CS340
11046,CS341
14768,CS352
14475,CS352
20422,CS352
11173,CS355
15048,CS356
20515,CS356
14769,CS365
15261,CS365
21401,CS365
15047,CS374
15317,CS374
11069,CS374
11081,CS374
15060,CS381
14854,CS420
14843,CS467
20514,CS467
14471,CS474
15369,CTHE4F0
15532,CTHE4F0
21415,CTHE4F0
11326,CTHE4F0
11327,CTHE4F1
15372,CTHE4F2
15434,CTHE4F2
21419,CTHE4F2
21550,CTHE4F3
21426,CTHE4F4
11485,CTHE4F4
15371,CUNI4F0
15436,CUNI4F0
21417,CUNI4F0
11323,CUNI4F0
15052,DET210
11085,DET210
11088,DET210
11533,DET240
14822,DET310
14488,DET310
20501,DET310
15241,DET340
14820,DET350
14487,DET350
20500,DET350
15208,DET400
15049,DET410
11081,DET410
11096,DET410
15242,DET440
14563,DSGN102
14570,DSGN102
20229,DSGN102
14468,DSGN111
10499,DSGN111
10286,DSGN111
14449,DSGN201
10500,DSGN201
10287,DSGN201
14564,DSGN202
14571,DSGN202
20230,DSGN202
14451,DSGN211
10501,DSGN211
10288,DSGN211
14437,DSGN221
10502,DSGN221
10289,DSGN221
14565,DSGN222
14572,DSGN222
20221,DSGN222
14566,DSGN232
14573,DSGN232
20234,DSGN232
14567,DSGN251
14574,DSGN251
14443,DSGN301
11205,DSGN301
14568,DSGN302
14575,DSGN302
14441,DSGN351
30302,DSGN351
14569,DSGN352
14576,DSGN352
14484,DSGN401
10505,DSGN401
14570,DSGN402
14577,DSGN402
20236,DSGN402
14480,DSGN461
10506,DSGN461
14439,DSGN463
10507,DSGN463
14818,EACH363
14038,EACH363
14001,EACH363
10125,EACH363
20608,EACH363
10527,EACH363
14825,EACH451
14039,EACH451
14002,EACH451
10126,EACH451
21325,EACH451
20609,EACH451
10528,EACH451
14826,EACH466
14040,EACH466
14003,EACH466
10127,EACH466
21326,EACH466
20610,EACH466
10530,EACH466
15252,ECON260
14819,ECON260
14857,ECON260
14817,ECON260
14146,ECON260
14677,ECON260
14646,ECON260
14647,ECON260
14678,ECON260
14225,ECON260
14224,ECON260
11064,ECON260
10740,ECON260
11065,ECON260
10741,ECON260
20486,ECON260
21404,ECON260
20487,ECON260
30121,ECON260
10998,ECON260
10997,ECON260
11026,ECON260
14858,ECON261
15245,ECON261
14751,ECON261
14752,ECON261
14821,ECON261
14148,ECON261
14151,ECON261
14648,ECON261
14679,ECON261
14170,ECON261
15323,ECON261
14226,ECON261
11066,ECON261
10742,ECON261
20395,ECON261
20396,ECON261
20488,ECON261
21402,ECON261
30310,ECON261
30122,ECON261
10999,ECON261
11311,ECON340
14778,ECON438
14193,ECON438
20423,ECON438
15398,ECON440
15401,ECON440
14827,EDUC211
14828,EDUC211
14846,EDUC211
14041,EDUC211
14042,EDUC211
14005,EDUC211
14004,EDUC211
10128,EDUC211
10129,EDUC211
20612,EDUC211
20611,EDUC211
10532,EDUC211
10533,EDUC211
10772,EDUC211
14847,EDUC221
14039,EDUC221
14040,EDUC221
14043,EDUC221
14006,EDUC221
10130,EDUC221
21222,EDUC221
20614,EDUC221
30066,EDUC221
30065,EDUC221
30299,EDUC221
10534,EDUC221
10849,EDUC221
14848,EDUC240
14416,EDUC240
14849,EDUC250
14044,EDUC250
14007,EDUC250
10131,EDUC250
20615,EDUC250
10536,EDUC250
15080,EDUC287
15218,EDUC287
10165,EDUC287
20613,EDUC287
30064,EDUC287
10535,EDUC287
14851,EDUC323
14041,EDUC323
14045,EDUC323
14850,EDUC331
14042,EDUC331
14046,EDUC331
14008,EDUC331
10133,EDUC331
20616,EDUC331
10537,EDUC331
14420,EDUC340
14888,EDUC370
14047,EDUC370
14010,EDUC370
10134,EDUC370
20618,EDUC370
10538,EDUC370
14852,EDUC411
14048,EDUC411
14011,EDUC411
11109,EDUC411
10135,EDUC411
20619,EDUC411
10539,EDUC411
14853,EDUC412
14049,EDUC412
14012,EDUC412
10136,EDUC412
20620,EDUC412
10540,EDUC412
14886,EDUC431
14050,EDUC431
14013,EDUC431
10137,EDUC431
11110,EDUC431
20621,EDUC431
10541,EDUC431
14870,EDUC432
14051,EDUC432
14014,EDUC432
10138,EDUC432
20622,EDUC432
10542,EDUC432
14287,EDUC440
15457,EDUC440
15347,EDUC440
14887,EDUC476
14044,EDUC476
14053,EDUC476
14015,EDUC476
10139,EDUC476
20623,EDUC476
30068,EDUC476
10543,EDUC476
14890,EDUC490
14054,EDUC490
15092,EDUC490
14017,EDUC490
14018,EDUC490
10140,EDUC490
10141,EDUC490
20624,EDUC490
10544,EDUC490
10545,EDUC490
15322,EDUC600
15292,EDUC621
15106,EDUC621
20780,EDUC621
30195,EDUC621
15299,EDUC622
20778,EDUC640
15297,EDUC651
15385,EDUC651
21281,EDUC651
14350,EDUC652
15105,EDUC652
11271,EDUC652
14020,EDUC653
20640,EDUC653
15083,EDUC656
21543,EDUC656
15232,EDUC660
15272,EDUC660
14296,EDUC660
14299,EDUC660
15353,EDUC660
15374,EDUC660
15101,EDUC660
15070,EDUC660
11266,EDUC660
11241,EDUC660
21209,EDUC660
21208,EDUC660
30196,EDUC660
10135,EDUC660
10133,EDUC660
15273,EDUC661
15274,EDUC661
14301,EDUC661
14300,EDUC661
15375,EDUC661
15354,EDUC661
15071,EDUC661
11242,EDUC661
21265,EDUC661
30221,EDUC661
30197,EDUC661
14379,EDUC665
11251,EDUC668
21542,EDUC668
15415,EDUC674
11250,EDUC674
15301,EDUC680
14378,EDUC680
15384,EDUC680
10134,EDUC680
15287,EDUC681
15369,EDUC681
30222,EDUC681
15294,EDUC682
14346,EDUC682
15081,EDUC682
11244,EDUC682
10136,EDUC682
15285,EDUC683
14322,EDUC683
15373,EDUC683
15100,EDUC683
30413,EDUC683
14348,EDUC684
15080,EDUC684
21280,EDUC684
15270,EDUC686
14332,EDUC686
15352,EDUC686
14019,EDUC686
15068,EDUC686
11240,EDUC686
20703,EDUC686
14347,EDUC687
14334,EDUC687
15383,EDUC687
11270,EDUC687
10166,EDUC687
21267,EDUC687
10546,EDUC687
15298,EDUC688
15368,EDUC688
15104,EDUC688
11243,EDUC688
11268,EDUC688
21547,EDUC688
30074,EDUC688
15227,EDUC691
15226,EDUC691
15523,EDUC691
15524,EDUC691
10142,EDUC691
20776,EDUC691
21525,EDUC691
21524,EDUC691
10547,EDUC691
11558,EDUC691
11557,EDUC691
14401,ENGL106
14399,ENGL106
14734,ENGL106
14737,ENGL106
14735,ENGL106
15314,ENGL106
15297,ENGL106
14736,ENGL106
14739,ENGL106
14740,ENGL106
14704,ENGL106
14706,ENGL106
10755,ENGL106
10753,ENGL106
10752,ENGL106
10750,ENGL106
10751,ENGL106
10754,ENGL106
20650,ENGL106
20654,ENGL106
10651,ENGL106
10647,ENGL106
10649,ENGL106
11361,ENGL106
10656,ENGL106
11363,ENGL106
10645,ENGL106
14407,ENGL107
14450,ENGL107
14403,ENGL107
14405,ENGL107
14741,ENGL107
14742,ENGL107
14714,ENGL107
14712,ENGL107
14708,ENGL107
14710,ENGL107
15194,ENGL107
10766,ENGL107
10767,ENGL107
20657,ENGL107
20664,ENGL107
20665,ENGL107
20659,ENGL107
20661,ENGL107
10658,ENGL107
10660,ENGL107
14455,ENGL111
15391,ENGL111
14454,ENGL111
14985,ENGL111
14959,ENGL111
14984,ENGL111
15301,ENGL111
14973,ENGL111
14969,ENGL111
14972,ENGL111
14983,ENGL111
14980,ENGL111
14982,ENGL111
14960,ENGL111
14963,ENGL111
14962,ENGL111
15299,ENGL111
14971,ENGL111
14981,ENGL111
14967,ENGL111
14958,ENGL111
14964,ENGL111
14970,ENGL111
14965,ENGL111
14961,ENGL111
14935,ENGL111
14715,ENGL111
14717,ENGL111
15475,ENGL111
10787,ENGL111
10784,ENGL111
10786,ENGL111
10780,ENGL111
10775,ENGL111
10777,ENGL111
10771,ENGL111
10781,ENGL111
10770,ENGL111
10774,ENGL111
10788,ENGL111
10782,ENGL111
10776,ENGL111
10783,ENGL111
10773,ENGL111
10778,ENGL111
10779,ENGL111
10772,ENGL111
10785,ENGL111
10790,ENGL111
10791,ENGL111
11444,ENGL111
20668,ENGL111
20667,ENGL111
20669,ENGL111
10677,ENGL111
10666,ENGL111
10667,ENGL111
10671,ENGL111
10672,ENGL111
10674,ENGL111
10668,ENGL111
10678,ENGL111
11390,ENGL111
10662,ENGL111
10663,ENGL111
